"method","K","signal_prop","rho_est","power","fdp","rep"
"DPM",20,0.5,NA,0.968731328420633,0,5
"ORBIT_P",20,0.5,-0.000221796130831983,0.994224258115913,0.0263311878291398,5
"DPM",2,0.05,NA,0.712909441233141,0.0106951871657754,6
"ORBIT_P",2,0.05,0.00118589430869474,0.774566473988439,0.04739336492891,6
"DPM",3,0.05,NA,0.807321772639692,0.0141176470588235,6
"ORBIT_P",3,0.05,0.00066556455489268,0.86897880539499,0.0404255319148936,6
"DPM",4,0.05,NA,0.882466281310212,0.0107991360691145,6
"ORBIT_P",4,0.05,-0.000982939438013825,0.913294797687861,0.0538922155688623,6
"DPM",5,0.05,NA,0.913294797687861,0.00628930817610063,6
"ORBIT_P",5,0.05,-0.000119053573539431,0.947976878612717,0.0520231213872832,6
"DPM",6,0.05,NA,0.882466281310212,0.00650759219088937,6
"ORBIT_P",6,0.05,-0.000233166494771034,0.926782273603083,0.0456349206349206,6
"DPM",7,0.05,NA,0.932562620423892,0,6
"ORBIT_P",7,0.05,-0.000281925104285259,0.969171483622351,0.0580524344569288,6
"DPM",8,0.05,NA,0.961464354527938,0.002,6
"ORBIT_P",8,0.05,-0.000112900229811787,0.986512524084778,0.0553505535055351,6
"DPM",9,0.05,NA,0.946050096339114,0.00203252032520325,6
"ORBIT_P",9,0.05,0.00137878167531892,0.971098265895954,0.0526315789473684,6
"DPM",10,0.05,NA,0.932562620423892,0,6
"ORBIT_P",10,0.05,0.00190011668898478,0.973025048169557,0.0453686200378072,6
"DPM",11,0.05,NA,0.947976878612717,0,6
"ORBIT_P",11,0.05,0.000528315256930809,0.978805394990366,0.048689138576779,6
"DPM",12,0.05,NA,0.932562620423892,0,6
"ORBIT_P",12,0.05,0.000797151736098221,0.967244701348748,0.0510396975425331,6
"DPM",13,0.05,NA,0.938342967244701,0.00204918032786885,6
"ORBIT_P",13,0.05,0.000307063091338455,0.971098265895954,0.0508474576271186,6
"DPM",14,0.05,NA,0.971098265895954,0.00198019801980198,6
"ORBIT_P",14,0.05,0.000281707141877554,0.996146435452794,0.0461254612546125,6
"DPM",15,0.05,NA,0.94990366088632,0,6
"ORBIT_P",15,0.05,-0.000471426334243475,0.986512524084778,0.0483271375464684,6
"DPM",16,0.05,NA,0.955684007707129,0.00201207243460765,6
"ORBIT_P",16,0.05,-0.000170616369912361,0.986512524084778,0.0500927643784787,6
"DPM",17,0.05,NA,0.955684007707129,0,6
"ORBIT_P",17,0.05,-0.000641022913502034,0.984585741811175,0.0448598130841121,6
"DPM",18,0.05,NA,0.955684007707129,0,6
"ORBIT_P",18,0.05,-0.000438924527781221,0.990366088631985,0.0463821892393321,6
"DPM",19,0.05,NA,0.957610789980732,0,6
"ORBIT_P",19,0.05,-0.000316085027452633,0.984585741811175,0.0448598130841121,6
"DPM",20,0.05,NA,0.971098265895954,0,6
"ORBIT_P",20,0.05,9.50229904590455e-05,0.988439306358382,0.0411214953271028,6
"DPM",2,0.1,NA,0.762626262626263,0.0270618556701031,6
"ORBIT_P",2,0.1,-0.00120263724842241,0.819191919191919,0.0481220657276995,6
"DPM",3,0.1,NA,0.862626262626263,0.00813008130081301,6
"ORBIT_P",3,0.1,-0.00273191059416845,0.902020202020202,0.0449197860962567,6
"DPM",4,0.1,NA,0.877777777777778,0.00685714285714286,6
"ORBIT_P",4,0.1,-0.0018208785516528,0.932323232323232,0.0455015511892451,6
"DPM",5,0.1,NA,0.906060606060606,0.00664451827242525,6
"ORBIT_P",5,0.1,-0.0018712869351791,0.952525252525253,0.0474747474747475,6
"DPM",6,0.1,NA,0.935353535353535,0.0043010752688172,6
"ORBIT_P",6,0.1,0.000945432714560379,0.962626262626263,0.0498504486540379,6
"DPM",7,0.1,NA,0.927272727272727,0.00217391304347826,6
"ORBIT_P",7,0.1,-0.000488810152931482,0.964646464646465,0.0553907022749753,6
"DPM",8,0.1,NA,0.93030303030303,0.00108459869848156,6
"ORBIT_P",8,0.1,-0.000409305759009679,0.961616161616162,0.0583580613254204,6
"DPM",9,0.1,NA,0.941414141414141,0.00214132762312634,6
"ORBIT_P",9,0.1,0.000498095765150188,0.970707070707071,0.056918547595682,6
"DPM",10,0.1,NA,0.948484848484848,0,6
"ORBIT_P",10,0.1,0.000458737381931564,0.983838383838384,0.0525291828793774,6
"DPM",11,0.1,NA,0.951515151515152,0,6
"ORBIT_P",11,0.1,0.000451293338702296,0.975757575757576,0.0482758620689655,6
"DPM",12,0.1,NA,0.965656565656566,0,6
"ORBIT_P",12,0.1,0.00129833165321909,0.988888888888889,0.0522749273959342,6
"DPM",13,0.1,NA,0.94040404040404,0,6
"ORBIT_P",13,0.1,0.000808552276707916,0.971717171717172,0.0512820512820513,6
"DPM",14,0.1,NA,0.95050505050505,0,6
"ORBIT_P",14,0.1,0.000773519679974067,0.985858585858586,0.0505836575875486,6
"DPM",15,0.1,NA,0.970707070707071,0,6
"ORBIT_P",15,0.1,0.00081842924339361,0.986868686868687,0.0458984375,6
"DPM",16,0.1,NA,0.960606060606061,0,6
"ORBIT_P",16,0.1,0.00118932382779461,0.981818181818182,0.0489236790606654,6
"DPM",17,0.1,NA,0.956565656565657,0,6
"ORBIT_P",17,0.1,0.00103518991225588,0.987878787878788,0.0486381322957198,6
"DPM",18,0.1,NA,0.951515151515152,0,6
"ORBIT_P",18,0.1,0.00105008736914771,0.984848484848485,0.0403543307086614,6
"DPM",19,0.1,NA,0.958585858585859,0,6
"ORBIT_P",19,0.1,0.00101892916352823,0.98989898989899,0.04296875,6
"DPM",20,0.1,NA,0.962626262626263,0,6
"ORBIT_P",20,0.1,0.00076832582496222,0.990909090909091,0.0466472303206997,6
"DPM",2,0.2,NA,0.816973415132924,0.0232273838630807,6
"ORBIT_P",2,0.2,-0.0143043683385363,0.860940695296524,0.038263849229012,6
"DPM",3,0.2,NA,0.862985685071575,0.00880798590722255,6
"ORBIT_P",3,0.2,-0.00580392122474138,0.910531697341513,0.0336408030385241,6
"DPM",4,0.2,NA,0.89519427402863,0.0056785917092561,6
"ORBIT_P",4,0.2,-0.0049620149998862,0.937116564417178,0.0342465753424658,6
"DPM",5,0.2,NA,0.919734151329243,0.00387596899224806,6
"ORBIT_P",5,0.2,-0.00392024769520327,0.957566462167689,0.036522633744856,6
"DPM",6,0.2,NA,0.932515337423313,0.00273373428102788,6
"ORBIT_P",6,0.2,-0.00236712326236276,0.968302658486708,0.0371123538383325,6
"DPM",7,0.2,NA,0.936094069529652,0.00217983651226158,6
"ORBIT_P",7,0.2,-0.00246758501742633,0.970858895705521,0.0375063355296503,6
"DPM",8,0.2,NA,0.953476482617587,0.00267379679144385,6
"ORBIT_P",8,0.2,-0.00213036280320229,0.983128834355828,0.0394605394605395,6
"DPM",9,0.2,NA,0.944274028629857,0.00108166576527853,6
"ORBIT_P",9,0.2,-0.00119560194548058,0.973926380368098,0.0388496468213925,6
"DPM",10,0.2,NA,0.951942740286299,0,6
"ORBIT_P",10,0.2,-0.000953571661615583,0.984151329243354,0.0403788634097707,6
"DPM",11,0.2,NA,0.956543967280164,0.000534188034188034,6
"ORBIT_P",11,0.2,-5.39477681026419e-05,0.984662576687117,0.0441687344913151,6
"DPM",12,0.2,NA,0.955010224948875,0,6
"ORBIT_P",12,0.2,0.000482125016894188,0.986196319018405,0.0383848454636092,6
"DPM",13,0.2,NA,0.959100204498977,0,6
"ORBIT_P",13,0.2,0.000156929780638955,0.98159509202454,0.03420523138833,6
"DPM",14,0.2,NA,0.968302658486708,0,6
"ORBIT_P",14,0.2,0.000123133434088716,0.988752556237219,0.0363726955655207,6
"DPM",15,0.2,NA,0.970858895705521,0,6
"ORBIT_P",15,0.2,2.69469627859167e-05,0.992331288343558,0.0405338606030648,6
"DPM",16,0.2,NA,0.960633946830266,0,6
"ORBIT_P",16,0.2,-2.53556664957273e-05,0.989775051124744,0.0392059553349876,6
"DPM",17,0.2,NA,0.962167689161554,0,6
"ORBIT_P",17,0.2,0.000153184778517431,0.984151329243354,0.0413346613545817,6
"DPM",18,0.2,NA,0.961145194274029,0,6
"ORBIT_P",18,0.2,8.29467518664326e-05,0.988241308793456,0.0425953442298167,6
"DPM",19,0.2,NA,0.964723926380368,0,6
"ORBIT_P",19,0.2,-0.000189833014315057,0.991308793456033,0.0405739732805542,6
"DPM",20,0.2,NA,0.964212678936605,0,6
"ORBIT_P",20,0.2,-0.00039027774460423,0.989263803680982,0.0358744394618834,6
"DPM",2,0.5,NA,0.870700121408337,0.0130733944954128,6
"ORBIT_P",2,0.5,0.0159033876247325,0.898624038850668,0.0215906587354043,6
"DPM",3,0.5,NA,0.915014164305949,0.00746268656716418,6
"ORBIT_P",3,0.5,0.000156210762775256,0.944556859571024,0.0248589931063296,6
"DPM",4,0.5,NA,0.925738567381627,0.00500217485863419,6
"ORBIT_P",4,0.5,0.00056326736574901,0.958316471064346,0.0265159301130524,6
"DPM",5,0.5,NA,0.939295831647106,0.00214961306964746,6
"ORBIT_P",5,0.5,-0.00422121714528108,0.969850263051396,0.0232321173833299,6
"DPM",6,0.5,NA,0.946175637393768,0.00192102454642476,6
"ORBIT_P",6,0.5,-0.00187048018217038,0.973897207608256,0.0245237130117552,6
"DPM",7,0.5,NA,0.947592067988669,0.00170539330633127,6
"ORBIT_P",7,0.5,-0.00133342727173325,0.975111290975314,0.0258742672326663,6
"DPM",8,0.5,NA,0.952650748684743,0.000636807471874337,6
"ORBIT_P",8,0.5,-0.00301805928459015,0.981991096721975,0.0239340305711987,6
"DPM",9,0.5,NA,0.965398624038851,0.000628403854210306,6
"ORBIT_P",9,0.5,-0.00202362801227926,0.984621610683934,0.0238716148445336,6
"DPM",10,0.5,NA,0.965196276811008,0.000628535512256443,6
"ORBIT_P",10,0.5,-0.00148984230740224,0.988061513557264,0.0239856086348191,6
"DPM",11,0.5,NA,0.96398219344395,0.000629326620516048,6
"ORBIT_P",11,0.5,0.000371572335291377,0.98644273573452,0.025389844062375,6
"DPM",12,0.5,NA,0.964184540671793,0.000629194630872483,6
"ORBIT_P",12,0.5,0.00022117058300938,0.990692027519223,0.0231444533120511,6
"DPM",13,0.5,NA,0.970861999190611,0.000416666666666667,6
"ORBIT_P",13,0.5,-0.000237737237304668,0.991501416430595,0.0256512229071386,6
"DPM",14,0.5,NA,0.965196276811008,0.000209599664640537,6
"ORBIT_P",14,0.5,-0.000923874026161283,0.988668555240793,0.0263053009166999,6
"DPM",15,0.5,NA,0.966815054633752,0.000209248796819418,6
"ORBIT_P",15,0.5,-0.000938304537777448,0.989882638607851,0.026080031853474,6
"DPM",16,0.5,NA,0.968029138000809,0.000208986415882968,6
"ORBIT_P",16,0.5,-0.00054467908888286,0.992310805341967,0.0260178748758689,6
"DPM",17,0.5,NA,0.971064346418454,0,6
"ORBIT_P",17,0.5,-0.000581855183202364,0.993727235936868,0.0242400158950924,6
"DPM",18,0.5,NA,0.971064346418454,0,6
"ORBIT_P",18,0.5,-0.000864575119763574,0.993524888709025,0.0252134206869168,6
"DPM",19,0.5,NA,0.969040874140024,0,6
"ORBIT_P",19,0.5,-0.00085981328595673,0.993524888709025,0.0257936507936508,6
"DPM",20,0.5,NA,0.972278429785512,0,6
"ORBIT_P",20,0.5,-0.000674522866384481,0.993120194253339,0.0275411135327918,6
"DPM",2,0.05,NA,0.726,0.0268096514745308,7
"ORBIT_P",2,0.05,0.000554810419827881,0.776,0.0536585365853659,7
"DPM",3,0.05,NA,0.822,0.0214285714285714,7
"ORBIT_P",3,0.05,-0.00391345238051736,0.872,0.0643776824034335,7
"DPM",4,0.05,NA,0.866,0.0114155251141553,7
"ORBIT_P",4,0.05,-0.000485580017471014,0.916,0.0672097759674134,7
"DPM",5,0.05,NA,0.888,0.00448430493273543,7
"ORBIT_P",5,0.05,0.00119729324616257,0.93,0.0643863179074447,7
"DPM",6,0.05,NA,0.924,0.00215982721382289,7
"ORBIT_P",6,0.05,0.0018295389218197,0.958,0.0662768031189084,7
"DPM",7,0.05,NA,0.924,0.00215982721382289,7
"ORBIT_P",7,0.05,0.000283896691289369,0.97,0.0545808966861598,7
"DPM",8,0.05,NA,0.93,0.00214592274678112,7
"ORBIT_P",8,0.05,0.00145585637047789,0.96,0.0476190476190476,7
"DPM",9,0.05,NA,0.932,0.00427350427350427,7
"ORBIT_P",9,0.05,0.00208263414676629,0.954,0.0554455445544554,7
"DPM",10,0.05,NA,0.936,0.00213219616204691,7
"ORBIT_P",10,0.05,0.00158521806167932,0.966,0.0492125984251969,7
"DPM",11,0.05,NA,0.94,0,7
"ORBIT_P",11,0.05,0.00132149408884932,0.98,0.0576923076923077,7
"DPM",12,0.05,NA,0.956,0,7
"ORBIT_P",12,0.05,0.00208847878357219,0.974,0.0598455598455598,7
"DPM",13,0.05,NA,0.936,0,7
"ORBIT_P",13,0.05,0.00249693854677123,0.976,0.0524271844660194,7
"DPM",14,0.05,NA,0.95,0,7
"ORBIT_P",14,0.05,0.000966972635553136,0.986,0.0482625482625483,7
"DPM",15,0.05,NA,0.95,0,7
"ORBIT_P",15,0.05,0.000898720502958651,0.982,0.0647619047619048,7
"DPM",16,0.05,NA,0.958,0,7
"ORBIT_P",16,0.05,0.00116228717947387,0.99,0.0499040307101727,7
"DPM",17,0.05,NA,0.946,0,7
"ORBIT_P",17,0.05,0.00111467480132772,0.974,0.0432220039292731,7
"DPM",18,0.05,NA,0.966,0,7
"ORBIT_P",18,0.05,0.000143558467301767,0.994,0.0604914933837429,7
"DPM",19,0.05,NA,0.964,0,7
"ORBIT_P",19,0.05,8.35140647902781e-05,0.994,0.064030131826742,7
"DPM",20,0.05,NA,0.956,0,7
"ORBIT_P",20,0.05,-0.000277106461558641,0.986,0.0427184466019417,7
"DPM",2,0.1,NA,0.770916334661355,0.020253164556962,7
"ORBIT_P",2,0.1,-0.00499570394708142,0.815737051792829,0.0421052631578947,7
"DPM",3,0.1,NA,0.818725099601594,0.0202622169249106,7
"ORBIT_P",3,0.1,-0.00312900215045286,0.883466135458167,0.0482832618025751,7
"DPM",4,0.1,NA,0.883466135458167,0.00560538116591928,7
"ORBIT_P",4,0.1,0.000623963985269993,0.922310756972112,0.0502564102564103,7
"DPM",5,0.1,NA,0.912350597609562,0.00217864923747277,7
"ORBIT_P",5,0.1,-0.00191071568797836,0.951195219123506,0.0506958250497018,7
"DPM",6,0.1,NA,0.922310756972112,0,7
"ORBIT_P",6,0.1,-0.000649033211288241,0.963147410358566,0.0463510848126233,7
"DPM",7,0.1,NA,0.914342629482072,0.00108813928182807,7
"ORBIT_P",7,0.1,-0.000281461007199444,0.956175298804781,0.0513833992094862,7
"DPM",8,0.1,NA,0.933266932270916,0.00212992545260916,7
"ORBIT_P",8,0.1,-0.000965429735280875,0.965139442231076,0.046259842519685,7
"DPM",9,0.1,NA,0.946215139442231,0,7
"ORBIT_P",9,0.1,-0.00154940587742445,0.98207171314741,0.0399221032132425,7
"DPM",10,0.1,NA,0.947211155378486,0,7
"ORBIT_P",10,0.1,-0.000844722608456668,0.97410358565737,0.0439882697947214,7
"DPM",11,0.1,NA,0.936254980079681,0,7
"ORBIT_P",11,0.1,-0.000941969271132707,0.972111553784861,0.0440744368266405,7
"DPM",12,0.1,NA,0.941235059760956,0,7
"ORBIT_P",12,0.1,-0.00112045228404224,0.972111553784861,0.0515063168124393,7
"DPM",13,0.1,NA,0.951195219123506,0,7
"ORBIT_P",13,0.1,-0.000940825082644184,0.979083665338645,0.0484027105517909,7
"DPM",14,0.1,NA,0.956175298804781,0,7
"ORBIT_P",14,0.1,-0.0013860395011981,0.987051792828685,0.0461982675649663,7
"DPM",15,0.1,NA,0.960159362549801,0,7
"ORBIT_P",15,0.1,-0.00155605254800384,0.989043824701195,0.0433526011560694,7
"DPM",16,0.1,NA,0.967131474103586,0,7
"ORBIT_P",16,0.1,-0.00119042754255052,0.99402390438247,0.0431447746883988,7
"DPM",17,0.1,NA,0.967131474103586,0,7
"ORBIT_P",17,0.1,-0.000862975365242032,0.991035856573705,0.0460210930009588,7
"DPM",18,0.1,NA,0.960159362549801,0,7
"ORBIT_P",18,0.1,-0.00113080845668492,0.98804780876494,0.0396902226524685,7
"DPM",19,0.1,NA,0.965139442231076,0,7
"ORBIT_P",19,0.1,-0.00114359514974129,0.99203187250996,0.0441458733205374,7
"DPM",20,0.1,NA,0.972111553784861,0,7
"ORBIT_P",20,0.1,-0.00156822707327147,0.995019920318725,0.0384985563041386,7
"DPM",2,0.2,NA,0.823732151649434,0.0250582750582751,7
"ORBIT_P",2,0.2,-0.0026049519239601,0.862629246676514,0.044711014176663,7
"DPM",3,0.2,NA,0.876907927129493,0.00945494994438265,7
"ORBIT_P",3,0.2,-0.00972078953638385,0.915312653865091,0.0422462648119526,7
"DPM",4,0.2,NA,0.910881339241753,0.00484131253362023,7
"ORBIT_P",4,0.2,-0.00493455471269296,0.950270802560315,0.0431333663857214,7
"DPM",5,0.2,NA,0.919743968488429,0.00266951414842499,7
"ORBIT_P",5,0.2,-0.00460608813727416,0.956671590349581,0.0404938271604938,7
"DPM",6,0.2,NA,0.923190546528804,0.00159744408945687,7
"ORBIT_P",6,0.2,-0.00413559071176647,0.955194485475135,0.0376984126984127,7
"DPM",7,0.2,NA,0.93943870014771,0.00104712041884817,7
"ORBIT_P",7,0.2,-0.00304228566640668,0.973904480551453,0.0360623781676413,7
"DPM",8,0.2,NA,0.940423436730675,0.00156821745948772,7
"ORBIT_P",8,0.2,-0.000407165965223594,0.974889217134417,0.0425531914893617,7
"DPM",9,0.2,NA,0.949778434268833,0.000518134715025907,7
"ORBIT_P",9,0.2,-0.000450169406613245,0.977351058591827,0.0392061955469506,7
"DPM",10,0.2,NA,0.953717380600689,0.000515995872033024,7
"ORBIT_P",10,0.2,0.000254634929793831,0.978828163466273,0.0363548230731944,7
"DPM",11,0.2,NA,0.954209748892171,0,7
"ORBIT_P",11,0.2,-0.00146612580406417,0.985228951255539,0.0412074748442741,7
"DPM",12,0.2,NA,0.956671590349581,0,7
"ORBIT_P",12,0.2,-0.00209356198436767,0.983259478089611,0.041746641074856,7
"DPM",13,0.2,NA,0.949778434268833,0.000518134715025907,7
"ORBIT_P",13,0.2,-0.00156382198742937,0.987198424421467,0.0392908481073311,7
"DPM",14,0.2,NA,0.959133431806992,0,7
"ORBIT_P",14,0.2,-0.00168433578107403,0.985721319547021,0.0421052631578947,7
"DPM",15,0.2,NA,0.963072378138848,0,7
"ORBIT_P",15,0.2,-0.00174210759006076,0.988183161004431,0.0438303954263935,7
"DPM",16,0.2,NA,0.960610536681438,0,7
"ORBIT_P",16,0.2,-0.00175934631913959,0.986706056129985,0.0416068866571019,7
"DPM",17,0.2,NA,0.960118168389956,0,7
"ORBIT_P",17,0.2,-0.0012197887372208,0.986706056129985,0.043436754176611,7
"DPM",18,0.2,NA,0.969965534219596,0,7
"ORBIT_P",18,0.2,-0.00140360381254307,0.991629739044806,0.0382043935052531,7
"DPM",19,0.2,NA,0.965041851304776,0,7
"ORBIT_P",19,0.2,-0.0012367182983455,0.993599212210734,0.0376728659990463,7
"DPM",20,0.2,NA,0.967011324470704,0,7
"ORBIT_P",20,0.2,-0.00155691836411011,0.994091580502216,0.0371959942775393,7
"DPM",2,0.5,NA,0.870829943043124,0.0167661920073496,7
"ORBIT_P",2,0.5,0.0172701754614159,0.897681041497152,0.0264725347452019,7
"DPM",3,0.5,NA,0.911716842961757,0.0099403578528827,7
"ORBIT_P",3,0.5,0.009554829792003,0.943856794141579,0.0256194876102478,7
"DPM",4,0.5,NA,0.916192026037429,0.00573951434878587,7
"ORBIT_P",4,0.5,0.00149746509031908,0.956672091131001,0.0260923586663906,7
"DPM",5,0.5,NA,0.938771358828316,0.00323974082073434,7
"ORBIT_P",5,0.5,0.00123556764250027,0.970504475183076,0.0281116316968833,7
"DPM",6,0.5,NA,0.951383238405207,0.00170757737459979,7
"ORBIT_P",6,0.5,0.000551133881429968,0.978030919446705,0.0280978370729735,7
"DPM",7,0.5,NA,0.955655004068348,0.00106315118009781,7
"ORBIT_P",7,0.5,0.00242514884325872,0.980878763222132,0.0282144296654575,7
"DPM",8,0.5,NA,0.958706265256306,0.000847996608013568,7
"ORBIT_P",8,0.5,0.00138915221478555,0.986371033360456,0.0251306795335746,7
"DPM",9,0.5,NA,0.958706265256306,0.000424178154825026,7
"ORBIT_P",9,0.5,0.000420380024106272,0.985150528885273,0.0235887096774194,7
"DPM",10,0.5,NA,0.959113100081367,0.000212044105173876,7
"ORBIT_P",10,0.5,0.000938987045975518,0.984947111472742,0.0267336683417085,7
"DPM",11,0.5,NA,0.962571196094386,0,7
"ORBIT_P",11,0.5,0.000447284897561697,0.98820179007323,0.0246938365790002,7
"DPM",12,0.5,NA,0.957485760781123,0,7
"ORBIT_P",12,0.5,0.00096950467024711,0.984540276647681,0.0255687537749144,7
"DPM",13,0.5,NA,0.965012205044752,0.000421407501053519,7
"ORBIT_P",13,0.5,0.000847690628010195,0.990032546786005,0.0281549520766773,7
"DPM",14,0.5,NA,0.966029292107404,0.000210526315789474,7
"ORBIT_P",14,0.5,0.0010339353334877,0.989625711960944,0.027,7
"DPM",15,0.5,NA,0.963995117982099,0.000210970464135021,7
"ORBIT_P",15,0.5,0.000661228431170461,0.991049633848657,0.0273507686164903,7
"DPM",16,0.5,NA,0.965622457282343,0.0002106149957877,7
"ORBIT_P",16,0.5,0.00107558100646637,0.991456468673719,0.0261738261738262,7
"DPM",17,0.5,NA,0.967046379170057,0.000210304942166141,7
"ORBIT_P",17,0.5,0.000635222020011121,0.990642799023596,0.0254152491494897,7
"DPM",18,0.5,NA,0.972538649308381,0.000209117524048515,7
"ORBIT_P",18,0.5,-1.61750001239163e-05,0.992676973148902,0.0251697962445066,7
"DPM",19,0.5,NA,0.971114727420667,0.000209424083769634,7
"ORBIT_P",19,0.5,0.00018715619623159,0.992473555736371,0.0261477045908184,7
"DPM",20,0.5,NA,0.969894222945484,0,7
"ORBIT_P",20,0.5,0.000264633017233443,0.993490642799024,0.024955080854462,7
"DPM",2,0.05,NA,0.686991869918699,0.0202898550724638,8
"ORBIT_P",2,0.05,0.0149132660523984,0.717479674796748,0.0407608695652174,8
"DPM",3,0.05,NA,0.829268292682927,0.0144927536231884,8
"ORBIT_P",3,0.05,0.00433235179449205,0.873983739837398,0.0315315315315315,8
"DPM",4,0.05,NA,0.833333333333333,0.00485436893203883,8
"ORBIT_P",4,0.05,0.000320528414577039,0.902439024390244,0.0305676855895196,8
"DPM",5,0.05,NA,0.876016260162602,0.00231481481481481,8
"ORBIT_P",5,0.05,0.00146912436620744,0.91869918699187,0.0300429184549356,8
"DPM",6,0.05,NA,0.922764227642276,0.0021978021978022,8
"ORBIT_P",6,0.05,0.00212720344978701,0.953252032520325,0.0269709543568465,8
"DPM",7,0.05,NA,0.904471544715447,0,8
"ORBIT_P",7,0.05,-4.94952783585285e-05,0.957317073170732,0.0465587044534413,8
"DPM",8,0.05,NA,0.91869918699187,0,8
"ORBIT_P",8,0.05,-0.00213954009666901,0.953252032520325,0.0389344262295082,8
"DPM",9,0.05,NA,0.91260162601626,0,8
"ORBIT_P",9,0.05,-0.00118157771388713,0.957317073170732,0.0348360655737705,8
"DPM",10,0.05,NA,0.939024390243902,0,8
"ORBIT_P",10,0.05,-0.00196520481370154,0.975609756097561,0.03420523138833,8
"DPM",11,0.05,NA,0.93089430894309,0,8
"ORBIT_P",11,0.05,-0.0010135405690929,0.979674796747967,0.0340681362725451,8
"DPM",12,0.05,NA,0.93089430894309,0,8
"ORBIT_P",12,0.05,-0.00107044837530211,0.973577235772358,0.0439121756487026,8
"DPM",13,0.05,NA,0.955284552845528,0,8
"ORBIT_P",13,0.05,-0.000278036522715716,0.977642276422764,0.0418326693227092,8
"DPM",14,0.05,NA,0.941056910569106,0,8
"ORBIT_P",14,0.05,-0.0012722357748427,0.971544715447154,0.0323886639676113,8
"DPM",15,0.05,NA,0.961382113821138,0,8
"ORBIT_P",15,0.05,-0.00122200769334301,0.981707317073171,0.0397614314115308,8
"DPM",16,0.05,NA,0.947154471544715,0,8
"ORBIT_P",16,0.05,-0.000953801001736388,0.983739837398374,0.0415841584158416,8
"DPM",17,0.05,NA,0.971544715447154,0,8
"ORBIT_P",17,0.05,-0.000691954825811232,0.991869918699187,0.0542635658914729,8
"DPM",18,0.05,NA,0.957317073170732,0,8
"ORBIT_P",18,0.05,-3.33922366211718e-06,0.983739837398374,0.0546875,8
"DPM",19,0.05,NA,0.955284552845528,0,8
"ORBIT_P",19,0.05,0.000123706965154089,0.985772357723577,0.041501976284585,8
"DPM",20,0.05,NA,0.953252032520325,0,8
"ORBIT_P",20,0.05,0.000170139535062165,0.98780487804878,0.0414201183431953,8
"DPM",2,0.1,NA,0.776251226692836,0.0186104218362283,8
"ORBIT_P",2,0.1,0.0093799430967986,0.811579980372915,0.0383720930232558,8
"DPM",3,0.1,NA,0.832188420019627,0.00934579439252336,8
"ORBIT_P",3,0.1,0.0023347813884576,0.885181550539745,0.0342612419700214,8
"DPM",4,0.1,NA,0.879293424926398,0.00554938956714761,8
"ORBIT_P",4,0.1,0.00544822380961672,0.928361138370952,0.0444444444444444,8
"DPM",5,0.1,NA,0.896957801766438,0.00544069640914037,8
"ORBIT_P",5,0.1,0.00158682433021875,0.934249263984298,0.0412890231621349,8
"DPM",6,0.1,NA,0.912659470068695,0.00214592274678112,8
"ORBIT_P",6,0.1,0.00184045634652513,0.949950932286555,0.0444225074037512,8
"DPM",7,0.1,NA,0.927379784102061,0.00316455696202532,8
"ORBIT_P",7,0.1,0.00501350445590385,0.959764474975466,0.0411764705882353,8
"DPM",8,0.1,NA,0.92639842983317,0.00211416490486258,8
"ORBIT_P",8,0.1,0.00164290440038515,0.964671246319922,0.0447035957240039,8
"DPM",9,0.1,NA,0.933267909715407,0.00105042016806723,8
"ORBIT_P",9,0.1,0.00164016090043811,0.976447497546614,0.0395752895752896,8
"DPM",10,0.1,NA,0.947006869479882,0.0010351966873706,8
"ORBIT_P",10,0.1,0.00159674528774121,0.976447497546614,0.0460210930009588,8
"DPM",11,0.1,NA,0.946025515210991,0.00103626943005181,8
"ORBIT_P",11,0.1,0.000649691928985292,0.979391560353288,0.0422264875239923,8
"DPM",12,0.1,NA,0.954857703631011,0,8
"ORBIT_P",12,0.1,0.000684845677284441,0.980372914622179,0.0412667946257198,8
"DPM",13,0.1,NA,0.956820412168793,0,8
"ORBIT_P",13,0.1,0.000387132595467828,0.98135426889107,0.0448901623686724,8
"DPM",14,0.1,NA,0.96368989205103,0,8
"ORBIT_P",14,0.1,0.000234681743410841,0.985279685966634,0.0438095238095238,8
"DPM",15,0.1,NA,0.946025515210991,0,8
"ORBIT_P",15,0.1,0.000312117839630701,0.98135426889107,0.0494296577946768,8
"DPM",16,0.1,NA,0.96368989205103,0,8
"ORBIT_P",16,0.1,0.000479009453342566,0.994111874386654,0.0506091846298032,8
"DPM",17,0.1,NA,0.95387634936212,0,8
"ORBIT_P",17,0.1,0.000179890010216126,0.986261040235525,0.0536723163841808,8
"DPM",18,0.1,NA,0.955839057899902,0,8
"ORBIT_P",18,0.1,0.000122772444244394,0.992149165848871,0.0595348837209302,8
"DPM",19,0.1,NA,0.973503434739941,0,8
"ORBIT_P",19,0.1,0.000541435005418677,0.992149165848871,0.0515947467166979,8
"DPM",20,0.1,NA,0.960745829244357,0,8
"ORBIT_P",20,0.1,0.000788144800676435,0.99116781157998,0.0569561157796452,8
"DPM",2,0.2,NA,0.808801213960546,0.0166051660516605,8
"ORBIT_P",2,0.2,0.0139162254074444,0.851289833080425,0.0327586206896552,8
"DPM",3,0.2,NA,0.876074860900354,0.0091533180778032,8
"ORBIT_P",3,0.2,0.0082237559242739,0.919575113808801,0.0334928229665072,8
